SellPrice,index
-11.97,0.0006017299736743137
-11.96,7.521624670928921e-05
-11.94,0.001504324934185784
-11.92,0.0012786761940579165
-11.79,7.521624670928921e-05
-11.75,0.00015043249341857841
-11.74,0.00015043249341857841
-11.73,7.521624670928921e-05
-11.72,7.521624670928921e-05
-11.69,7.521624670928921e-05
-11.68,7.521624670928921e-05
-11.65,7.521624670928921e-05
-11.6,7.521624670928921e-05
-11.53,0.0006769462203836029
-11.52,0.002557352388115833
-11.41,0.00015043249341857841
-11.4,0.0005265137269650245
-11.39,0.00015043249341857841
-11.34,0.002557352388115833
-11.22,0.0004512974802557352
-11.18,0.000376081233546446
-11.15,0.0006769462203836029
-11.12,0.0011282437006393381
-11.11,0.0006017299736743137
-11.1,7.521624670928921e-05
-11.09,7.521624670928921e-05
-11.0,0.006242948476871004
-10.95,0.0006769462203836029
-10.94,0.0018051899210229409
-10.93,0.0011282437006393381
-10.9,0.0006769462203836029
-10.89,0.0011282437006393381
-10.88,0.0006769462203836029
-10.86,7.521624670928921e-05
-10.85,0.0018051899210229409
-10.83,0.0011282437006393381
-10.82,0.0011282437006393381
-10.8,0.0013538924407672057
-10.79,0.0018051899210229409
-10.78,0.0011282437006393381
-10.77,0.002933433621662279
-10.75,0.00188040616773223
-10.74,0.000752162467092892
-10.73,7.521624670928921e-05
-10.69,0.0011282437006393381
-10.65,0.00015043249341857841
-10.64,7.521624670928921e-05
-10.6,0.0013538924407672057
-10.57,0.0011282437006393381
-10.55,0.002557352388115833
-10.53,0.00015043249341857841
-10.52,0.0019556224144415195
-10.51,0.0011282437006393381
-10.5,7.521624670928921e-05
-10.49,0.0008273787138021812
-10.48,0.002482136141406544
-10.47,0.0006017299736743137
-10.46,0.0012786761940579165
-10.44,0.0008273787138021812
-10.43,0.0012034599473486273
-10.42,0.0031590823617901466
-10.41,0.0018051899210229409
-10.4,0.001429108687476495
-10.38,0.001429108687476495
-10.37,0.004362542309138774
-10.36,7.521624670928921e-05
-10.35,0.002181271154569387
-10.34,0.0023317036479879654
-10.33,0.0013538924407672057
-10.32,7.521624670928921e-05
-10.31,0.0006769462203836029
-10.3,0.0032342986084994358
-10.29,0.0019556224144415195
-10.28,7.521624670928921e-05
-10.27,0.0024069198946972546
-10.26,0.0012034599473486273
-10.25,0.0012786761940579165
-10.24,0.0012786761940579165
-10.22,0.002106054907860098
-10.21,0.00188040616773223
-10.2,0.003685596088755171
-10.19,0.001429108687476495
-10.18,0.00188040616773223
-10.17,0.0027077848815344114
-10.16,0.0011282437006393381
-10.14,0.0012786761940579165
-10.11,0.0002256487401278676
-10.1,0.0012786761940579165
-10.09,0.001429108687476495
-10.08,0.0018051899210229409
-10.07,0.0022564874012786762
-10.06,0.0012034599473486273
-10.04,0.0004512974802557352
-10.03,0.0027077848815344114
-10.02,0.0045129748025573525
-10.01,0.0006017299736743137
-10.0,0.7507333584054156
-9.99,0.0006017299736743137
-9.98,0.0026325686348251222
-9.97,0.00030086498683715683
-9.96,7.521624670928921e-05
-9.94,7.521624670928921e-05
-9.92,0.00015043249341857841
-9.9,0.00015043249341857841
-9.82,0.0002256487401278676
-9.79,7.521624670928921e-05
-9.78,7.521624670928921e-05
-9.77,0.0006017299736743137
-9.74,0.00015043249341857841
-9.73,0.0006769462203836029
-9.72,7.521624670928921e-05
-9.71,7.521624670928921e-05
-9.7,0.0006769462203836029
-9.65,7.521624670928921e-05
-9.63,0.00030086498683715683
-9.61,7.521624670928921e-05
-9.6,0.00015043249341857841
-9.58,0.00015043249341857841
-9.56,0.0002256487401278676
-9.55,0.00030086498683715683
-9.53,0.0006017299736743137
-9.52,0.000752162467092892
-9.51,0.0012034599473486273
-9.49,0.0022564874012786762
-9.48,0.00015043249341857841
-9.46,0.0011282437006393381
-9.43,0.0006017299736743137
-9.42,0.0009778112072207597
-9.4,7.521624670928921e-05
-9.38,0.0012034599473486273
-9.37,0.0006017299736743137
-9.35,0.0012786761940579165
-9.34,0.0012034599473486273
-9.33,0.0020308386611508087
-9.32,0.0011282437006393381
-9.31,0.0012034599473486273
-9.3,0.0012786761940579165
-9.26,0.0006017299736743137
-9.25,0.0006017299736743137
-9.24,7.521624670928921e-05
-9.23,0.0012786761940579165
-9.22,0.0006017299736743137
-9.2,0.0018051899210229409
-9.19,0.0006017299736743137
-9.18,0.0012786761940579165
-9.16,0.001429108687476495
-9.15,7.521624670928921e-05
-9.1,0.000752162467092892
-9.08,0.0006017299736743137
-9.07,0.00015043249341857841
-9.05,0.0012786761940579165
-9.03,0.0006769462203836029
-9.02,0.0012034599473486273
-9.01,7.521624670928921e-05
-9.0,0.0034599473486273034
-8.99,7.521624670928921e-05
-8.98,0.0012034599473486273
-8.97,7.521624670928921e-05
-8.93,7.521624670928921e-05
-8.85,0.0006017299736743137
-8.83,7.521624670928921e-05
-8.82,0.0002256487401278676
-8.77,7.521624670928921e-05
-8.73,7.521624670928921e-05
-8.72,7.521624670928921e-05
-8.7,7.521624670928921e-05
-8.65,0.0002256487401278676
-8.6,0.00015043249341857841
-8.58,7.521624670928921e-05
-8.56,7.521624670928921e-05
-8.52,0.00015043249341857841
-8.51,7.521624670928921e-05
-8.5,7.521624670928921e-05
-8.49,0.00015043249341857841
-8.47,0.00015043249341857841
-8.46,0.0011282437006393381
-8.44,0.0012034599473486273
-8.43,7.521624670928921e-05
-8.39,0.0012034599473486273
-8.37,0.00030086498683715683
-8.36,0.0006017299736743137
-8.35,0.0002256487401278676
-8.34,0.0012034599473486273
-8.33,0.001504324934185784
-8.32,0.002181271154569387
-8.31,0.001053027453930049
-8.3,0.0015795411808950733
-8.29,0.0012034599473486273
-8.28,0.001429108687476495
-8.27,0.001504324934185784
-8.26,0.004061677322301617
-8.25,0.0006769462203836029
-8.24,0.003986461075592328
-8.21,0.003384731101918014
-8.2,0.005114704776231666
-8.18,7.521624670928921e-05
-8.17,0.009176382098533283
-8.16,0.002181271154569387
-8.15,0.0024069198946972546
-8.14,0.0006769462203836029
-8.13,0.006017299736743136
-8.12,7.521624670928921e-05
-8.11,0.00571643474990598
-8.08,7.521624670928921e-05
-8.07,7.521624670928921e-05
-8.06,0.00030086498683715683
-8.05,0.0024069198946972546
-8.04,0.0006769462203836029
-8.03,0.0006017299736743137
-8.02,0.001504324934185784
-8.01,7.521624670928921e-05
-8.0,0.006543813463708161
-7.99,0.0036103798420458817
-7.98,0.00030086498683715683
-7.97,0.004889056036103798
-7.96,7.521624670928921e-05
-7.95,7.521624670928921e-05
-7.94,7.521624670928921e-05
-7.93,0.00015043249341857841
-7.86,0.0002256487401278676
-7.84,0.0002256487401278676
-7.74,7.521624670928921e-05
-7.73,0.00015043249341857841
-7.72,0.0005265137269650245
-7.7,7.521624670928921e-05
-7.61,7.521624670928921e-05
-7.6,0.0004512974802557352
-7.57,7.521624670928921e-05
-7.56,7.521624670928921e-05
-7.52,7.521624670928921e-05
-7.5,0.0006017299736743137
-7.49,7.521624670928921e-05
-7.46,7.521624670928921e-05
-7.43,7.521624670928921e-05
-7.41,0.0006017299736743137
-7.4,0.0002256487401278676
-7.39,7.521624670928921e-05
-7.38,7.521624670928921e-05
-7.37,0.0006017299736743137
-7.35,7.521624670928921e-05
-7.33,0.0006017299736743137
-7.32,0.0002256487401278676
-7.31,0.000752162467092892
-7.29,0.0038360285821737493
-7.28,0.001429108687476495
-7.27,0.0024069198946972546
-7.26,0.001429108687476495
-7.25,0.0006769462203836029
-7.24,0.000752162467092892
-7.23,0.002106054907860098
-7.22,0.00376081233546446
-7.21,0.0032342986084994358
-7.2,0.0036103798420458817
-7.19,0.003384731101918014
-7.18,0.0023317036479879654
-7.17,0.002557352388115833
-7.16,0.0064685972169988715
-7.15,0.0008273787138021812
-7.14,0.000752162467092892
-7.13,0.004136893569010906
-7.12,0.00015043249341857841
-7.11,0.005866867243324558
-7.1,0.008725084618277548
-7.07,0.0002256487401278676
-7.06,0.002482136141406544
-7.05,0.0013538924407672057
-7.04,0.0024069198946972546
-7.01,0.001504324934185784
-7.0,0.014892816848439263
-6.99,0.000752162467092892
-6.96,7.521624670928921e-05
-6.95,0.00015043249341857841
-6.88,7.521624670928921e-05
-6.87,0.001053027453930049
-6.86,0.004437758555848063
-6.85,7.521624670928921e-05
-6.82,0.0002256487401278676
-6.81,0.005641218503196691
-6.8,0.00015043249341857841
-6.78,7.521624670928921e-05
-6.74,0.0045129748025573525
-6.73,7.521624670928921e-05
-6.7,0.00015043249341857841
-6.69,0.009101165851823995
-6.68,0.003384731101918014
-6.67,0.003384731101918014
-6.65,0.006769462203836028
-6.64,0.005641218503196691
-6.63,0.009025949605114705
-6.62,0.006769462203836028
-6.61,0.003384731101918014
-6.6,0.00015043249341857841
-6.59,0.005641218503196691
-6.58,0.00571643474990598
-6.56,0.0002256487401278676
-6.55,0.008123354644603235
-6.53,7.521624670928921e-05
-6.52,7.521624670928921e-05
-6.51,0.003384731101918014
-6.5,0.010530274539300489
-6.49,0.006844678450545318
-6.48,7.521624670928921e-05
-6.47,0.005641218503196691
-6.46,0.0002256487401278676
-6.45,0.0002256487401278676
-6.43,0.002106054907860098
-6.42,0.00015043249341857841
-6.4,0.0004512974802557352
-6.39,0.0020308386611508087
-6.38,0.0022564874012786762
-6.37,0.0020308386611508087
-6.34,0.0002256487401278676
-6.33,0.0022564874012786762
-6.32,0.0023317036479879654
-6.31,0.0009778112072207597
-6.3,0.002181271154569387
-6.28,0.00030086498683715683
-6.25,0.0002256487401278676
-6.21,0.0020308386611508087
-6.2,0.0030838661150808574
-6.19,0.00030086498683715683
-6.18,0.0005265137269650245
-6.17,0.0009778112072207597
-6.16,7.521624670928921e-05
-6.15,0.0012786761940579165
-6.14,0.0008273787138021812
-6.12,0.0006017299736743137
-6.07,0.00015043249341857841
-6.05,0.000376081233546446
-6.04,0.000752162467092892
-6.02,0.0006769462203836029
-6.01,0.00015043249341857841
-6.0,0.538097028958255
-5.99,7.521624670928921e-05
-5.93,7.521624670928921e-05
-5.92,7.521624670928921e-05
-5.89,0.00015043249341857841
-5.88,0.00015043249341857841
-5.87,7.521624670928921e-05
-5.85,7.521624670928921e-05
-5.84,0.0006017299736743137
-5.83,0.0006017299736743137
-5.82,0.00030086498683715683
-5.81,0.0005265137269650245
-5.8,0.0004512974802557352
-5.77,0.000376081233546446
-5.76,0.0004512974802557352
-5.73,7.521624670928921e-05
-5.72,0.001429108687476495
-5.71,0.0006769462203836029
-5.7,0.0005265137269650245
-5.69,0.0004512974802557352
-5.68,0.0006769462203836029
-5.67,0.0006769462203836029
-5.66,0.00015043249341857841
-5.65,7.521624670928921e-05
-5.63,0.000752162467092892
-5.62,0.0008273787138021812
-5.6,0.0005265137269650245
-5.59,0.0008273787138021812
-5.58,7.521624670928921e-05
-5.57,0.0002256487401278676
-5.56,0.0008273787138021812
-5.55,0.0006017299736743137
-5.53,0.0004512974802557352
-5.52,0.0008273787138021812
-5.5,0.0018051899210229409
-5.48,7.521624670928921e-05
-5.47,0.0006017299736743137
-5.46,7.521624670928921e-05
-5.45,0.00015043249341857841
-5.43,0.0013538924407672057
-5.4,0.0004512974802557352
-5.37,7.521624670928921e-05
-5.36,7.521624670928921e-05
-5.35,7.521624670928921e-05
-5.31,0.0006769462203836029
-5.3,0.002106054907860098
-5.29,0.0024069198946972546
-5.28,0.0035351635953365925
-5.27,0.9520872508461827
-5.26,0.002933433621662279
-5.25,7.521624670928921e-05
-5.24,0.006017299736743136
-5.23,0.004588191049266641
-5.22,0.002482136141406544
-5.21,0.010981572019556225
-5.2,0.010304625799172622
-5.19,0.013538924407672057
-5.18,0.008349003384731102
-5.17,0.013764573147799926
-5.16,0.004813839789394509
-5.15,0.0018051899210229409
-5.14,0.005942083490033848
-5.13,0.00376081233546446
-5.12,0.003309514855208725
-5.11,0.009702895825498308
-5.1,0.01805189921022941
-5.09,0.008800300864986838
-5.08,0.0027077848815344114
-5.07,0.002933433621662279
-5.06,0.0006017299736743137
-5.05,0.004889056036103798
-5.04,0.004437758555848063
-5.03,0.009928544565626175
-5.02,0.009101165851823995
-5.01,0.008649868371568259
-5.0,0.12861978187288453
-4.99,0.006769462203836028
-4.97,0.000752162467092892
-4.96,0.0004512974802557352
-4.94,7.521624670928921e-05
-4.93,0.00015043249341857841
-4.91,0.00015043249341857841
-4.9,0.00015043249341857841
-4.86,7.521624670928921e-05
-4.83,0.00015043249341857841
-4.82,0.00015043249341857841
-4.78,7.521624670928921e-05
-4.77,0.000376081233546446
-4.76,7.521624670928921e-05
-4.75,0.0005265137269650245
-4.74,0.0008273787138021812
-4.73,7.521624670928921e-05
-4.71,0.0006017299736743137
-4.7,0.0019556224144415195
-4.69,0.0008273787138021812
-4.68,7.521624670928921e-05
-4.67,0.0009778112072207597
-4.66,0.0011282437006393381
-4.65,7.521624670928921e-05
-4.64,0.0006017299736743137
-4.63,0.0006769462203836029
-4.6,0.0017299736743136517
-4.59,0.0011282437006393381
-4.58,0.0006017299736743137
-4.57,0.0008273787138021812
-4.56,7.521624670928921e-05
-4.54,0.0004512974802557352
-4.53,0.0011282437006393381
-4.51,0.0006769462203836029
-4.5,7.521624670928921e-05
-4.48,0.0009025949605114704
-4.46,0.00015043249341857841
-4.43,0.0004512974802557352
-4.42,0.0004512974802557352
-4.41,7.521624670928921e-05
-4.4,0.0009025949605114704
-4.39,0.0008273787138021812
-4.37,7.521624670928921e-05
-4.36,0.0005265137269650245
-4.35,7.521624670928921e-05
-4.34,0.0004512974802557352
-4.33,0.0008273787138021812
-4.32,7.521624670928921e-05
-4.31,0.00030086498683715683
-4.3,0.00030086498683715683
-4.29,0.0004512974802557352
-4.28,0.0005265137269650245
-4.27,7.521624670928921e-05
-4.26,0.0011282437006393381
-4.25,0.001053027453930049
-4.22,0.0012786761940579165
-4.21,0.0006017299736743137
-4.2,0.00188040616773223
-4.19,0.001504324934185784
-4.18,0.0008273787138021812
-4.17,0.0034599473486273034
-4.16,0.0024069198946972546
-4.15,0.0023317036479879654
-4.14,0.0020308386611508087
-4.13,0.00188040616773223
-4.12,0.0017299736743136517
-4.1,0.0009025949605114704
-4.09,0.0027077848815344114
-4.08,0.0012034599473486273
-4.07,0.001429108687476495
-4.04,7.521624670928921e-05
-4.03,0.00188040616773223
-4.02,0.0022564874012786762
-4.01,0.002933433621662279
-4.0,0.015494546822113577
-3.99,0.00030086498683715683
-3.97,0.0012034599473486273
-3.95,0.000376081233546446
-3.93,0.0006017299736743137
-3.92,7.521624670928921e-05
-3.9,0.0006769462203836029
-3.88,0.0011282437006393381
-3.87,0.0012034599473486273
-3.86,0.0004512974802557352
-3.85,0.0006017299736743137
-3.84,0.0002256487401278676
-3.83,0.00015043249341857841
-3.82,0.000376081233546446
-3.8,0.00030086498683715683
-3.78,0.00030086498683715683
-3.77,7.521624670928921e-05
-3.75,7.521624670928921e-05
-3.74,0.0005265137269650245
-3.73,0.00015043249341857841
-3.71,7.521624670928921e-05
-3.7,7.521624670928921e-05
-3.68,7.521624670928921e-05
-3.63,7.521624670928921e-05
-3.62,7.521624670928921e-05
-3.61,7.521624670928921e-05
-3.6,0.0011282437006393381
-3.58,0.0008273787138021812
-3.56,0.00015043249341857841
-3.52,0.00015043249341857841
-3.51,0.0002256487401278676
-3.5,0.0008273787138021812
-3.47,0.00015043249341857841
-3.46,0.0002256487401278676
-3.41,7.521624670928921e-05
-3.35,7.521624670928921e-05
-3.33,7.521624670928921e-05
-3.32,7.521624670928921e-05
-3.31,7.521624670928921e-05
-3.3,0.001429108687476495
-3.29,0.00015043249341857841
-3.28,7.521624670928921e-05
-3.27,0.00015043249341857841
-3.2,0.0009778112072207597
-3.19,0.0006017299736743137
-3.17,0.00015043249341857841
-3.16,0.0006017299736743137
-3.15,0.0005265137269650245
-3.14,0.001053027453930049
-3.13,0.0012034599473486273
-3.12,0.0006017299736743137
-3.11,0.001504324934185784
-3.1,0.000752162467092892
-3.09,0.00285821737495299
-3.08,0.0012034599473486273
-3.07,0.002557352388115833
-3.06,0.0020308386611508087
-3.05,0.0005265137269650245
-3.04,0.0002256487401278676
-3.03,0.000376081233546446
-3.02,0.0012034599473486273
-3.01,0.000752162467092892
-3.0,0.027830011282437006
-2.99,7.521624670928921e-05
-2.97,7.521624670928921e-05
-2.93,7.521624670928921e-05
-2.92,7.521624670928921e-05
-2.9,7.521624670928921e-05
-2.83,7.521624670928921e-05
-2.82,7.521624670928921e-05
-2.8,0.00030086498683715683
-2.79,7.521624670928921e-05
-2.77,0.000376081233546446
-2.75,7.521624670928921e-05
-2.74,0.00015043249341857841
-2.73,0.0002256487401278676
-2.71,0.00015043249341857841
-2.7,0.0005265137269650245
-2.69,7.521624670928921e-05
-2.66,0.0002256487401278676
-2.64,0.0002256487401278676
-2.62,0.0004512974802557352
-2.61,0.0006017299736743137
-2.6,0.0006017299736743137
-2.59,0.000376081233546446
-2.58,0.001053027453930049
-2.57,0.0006017299736743137
-2.56,7.521624670928921e-05
-2.55,0.000376081233546446
-2.54,0.000376081233546446
-2.53,0.0004512974802557352
-2.52,0.0004512974802557352
-2.51,0.0004512974802557352
-2.5,0.0004512974802557352
-2.49,0.0009025949605114704
-2.48,7.521624670928921e-05
-2.47,7.521624670928921e-05
-2.46,0.00015043249341857841
-2.44,0.0008273787138021812
-2.43,0.0012786761940579165
-2.42,0.00030086498683715683
-2.41,0.0004512974802557352
-2.4,0.000752162467092892
-2.39,7.521624670928921e-05
-2.38,7.521624670928921e-05
-2.37,0.0002256487401278676
-2.36,0.0011282437006393381
-2.35,0.0005265137269650245
-2.34,0.000376081233546446
-2.33,0.0004512974802557352
-2.32,0.001053027453930049
-2.31,0.0005265137269650245
-2.3,0.00030086498683715683
-2.29,0.0002256487401278676
-2.28,7.521624670928921e-05
-2.27,0.0005265137269650245
-2.26,7.521624670928921e-05
-2.23,0.0009778112072207597
-2.22,7.521624670928921e-05
-2.2,0.00188040616773223
-2.19,0.0002256487401278676
-2.17,0.0002256487401278676
-2.15,0.0002256487401278676
-2.13,0.000752162467092892
-2.12,0.001053027453930049
-2.11,0.0013538924407672057
-2.1,0.00030086498683715683
-2.09,0.0002256487401278676
-2.08,0.00285821737495299
-2.07,0.004964272282813088
-2.06,0.00188040616773223
-2.05,0.001053027453930049
-2.04,0.0027830011282437006
-2.03,0.000752162467092892
-2.02,0.001429108687476495
-2.01,0.0008273787138021812
-2.0,0.06649116209101166
-1.99,7.521624670928921e-05
-1.97,0.0005265137269650245
-1.96,7.521624670928921e-05
-1.95,7.521624670928921e-05
-1.94,0.0012034599473486273
-1.93,7.521624670928921e-05
-1.91,0.001053027453930049
-1.9,0.00015043249341857841
-1.89,7.521624670928921e-05
-1.85,7.521624670928921e-05
-1.84,0.0002256487401278676
-1.83,0.0002256487401278676
-1.81,0.0008273787138021812
-1.8,0.001053027453930049
-1.79,0.0015795411808950733
-1.78,7.521624670928921e-05
-1.77,0.0006769462203836029
-1.76,0.0002256487401278676
-1.75,7.521624670928921e-05
-1.73,0.0006017299736743137
-1.72,7.521624670928921e-05
-1.71,0.001504324934185784
-1.7,0.0002256487401278676
-1.68,0.00015043249341857841
-1.66,7.521624670928921e-05
-1.64,0.0005265137269650245
-1.63,0.00015043249341857841
-1.62,0.0002256487401278676
-1.61,7.521624670928921e-05
-1.6,0.0008273787138021812
-1.59,0.0009025949605114704
-1.57,0.0004512974802557352
-1.56,0.0005265137269650245
-1.55,0.0004512974802557352
-1.54,0.001504324934185784
-1.53,0.0009778112072207597
-1.51,0.0009025949605114704
-1.5,0.0015795411808950733
-1.49,0.0008273787138021812
-1.48,7.521624670928921e-05
-1.46,0.0004512974802557352
-1.45,7.521624670928921e-05
-1.44,0.00015043249341857841
-1.43,0.002181271154569387
-1.42,0.0009025949605114704
-1.41,7.521624670928921e-05
-1.4,0.00030086498683715683
-1.39,0.0002256487401278676
-1.37,0.0006017299736743137
-1.36,0.0006017299736743137
-1.35,0.0005265137269650245
-1.34,7.521624670928921e-05
-1.33,0.0008273787138021812
-1.32,0.0011282437006393381
-1.31,0.00030086498683715683
-1.3,0.0009778112072207597
-1.29,0.0008273787138021812
-1.28,0.00015043249341857841
-1.27,0.000752162467092892
-1.26,0.000752162467092892
-1.25,0.0006769462203836029
-1.24,0.000752162467092892
-1.23,0.000752162467092892
-1.22,0.0024069198946972546
-1.21,7.521624670928921e-05
-1.2,0.003309514855208725
-1.19,7.521624670928921e-05
-1.17,0.00015043249341857841
-1.15,0.0017299736743136517
-1.14,0.001504324934185784
-1.13,0.004061677322301617
-1.12,0.001053027453930049
-1.11,0.0009025949605114704
-1.1,0.004136893569010906
-1.09,0.001053027453930049
-1.08,0.001504324934185784
-1.07,0.002557352388115833
-1.06,0.0052651372696502444
-1.05,0.009251598345242572
-1.04,0.012636329447160586
-1.03,0.014667168108311396
-1.02,0.029785633696878526
-1.01,0.02166227905227529
-1.0,0.9776607747273411
-0.99,0.002557352388115833
-0.98,0.0002256487401278676
-0.97,0.0006017299736743137
-0.95,0.00030086498683715683
-0.94,0.0012786761940579165
-0.93,0.0011282437006393381
-0.92,0.000752162467092892
