PurchasePrice,PurchaseVolume
-500.0,4355.0937645731465
-449.99,15.599563745769071
-401.0,3315.981000376075
-400.0,82.05057540428739
-399.0,46.89021436630314
-380.86,0.5674012786761939
-378.84,0.5734336216622791
-376.61,0.5649341857841294
-375.55,0.5881760060172998
-365.26,0.5894847687100414
-364.7,0.5776908612260248
-360.07,0.5975479503572771
-358.68,0.6387965400526513
-353.07,0.7589319292967281
-352.19,0.6341632192553592
-351.0,3139.7581346370753
-350.84,0.8305227529146295
-350.0,13.367235802933429
-348.52,0.8356224144415194
-347.6,0.8276795787890184
-346.08,0.8453553967657014
-345.94,0.8222940955246333
-344.53,0.8128168484392628
-344.2,0.6061301241068071
-342.86,0.7817525385483264
-342.8,0.7738999623918766
-342.44,0.8392177510342234
-341.5,0.7824595712673937
-340.9,0.7833320797292215
-339.29,0.8398044377585558
-339.2,0.6060172997367431
-336.36,0.8506205340353516
-334.2,0.6059044753666792
-331.67,0.8729146295599849
-329.2,0.6057991726212862
-324.2,0.6056938698758931
-319.2,0.6055810455058293
-314.2,0.6054682211357653
-309.2,0.6053629183903724
-307.0,13.090440015043256
-304.2,0.6052576156449793
-300.0,151.68818352764185
-299.2,0.6051447912749154
-299.0,5163.383317036477
-295.0,13.072388115833027
-294.2,0.5869800676946221
-289.2,0.5868747649492291
-284.2,0.5867619405791651
-279.2,0.5866491162091012
-274.2,0.5865438134637082
-269.2,0.5864385107183151
-265.0,13.054336216622795
-264.2,0.5863256863482512
-260.7,1.3698909364422716
-259.2,0.5862128619781872
-257.8,1.8872809326814588
-254.9,2.3828055660022565
-254.2,0.5861075592327943
-252.0,2.9386160210605485
-250.0,260.0583978939446
-249.99,15.545408048138384
-249.2,0.5860022564874012
-249.1,4.122136141406544
-246.1,4.118901842798044
-244.2,0.5858894321173373
-243.2,4.115411808950734
-240.3,4.111921775103422
-240.0,20.4890560361038
-239.2,0.5857766077472734
-237.4,4.108431741256112
-234.5,4.104941707408799
-234.2,0.5856713050018804
-231.6,4.101391500564121
-229.2,0.5855584806318165
-228.6,4.097841293719443
-227.38,17.655953365927036
-225.7,4.094351259872132
-224.2,0.5854456562617525
-222.8,4.090861226024821
-222.41,0.5271380218127115
-220.0,12.714178262504705
-219.9,4.0873711921775095
-219.2,0.5853403535163596
-217.0,4.083820985332832
-214.2,0.5852350507709665
-214.0,4.080270778488154
-211.1,4.076780744640842
-210.0,1.0032643851071832
-209.2,0.5851222264009026
-208.2,4.073290710793532
-205.86,0.5666491162091012
-205.3,4.069800676946221
-204.2,0.5850094020308386
-203.84,0.5726814591951862
-202.4,4.066310643098911
-201.7,1.011628431741256
-201.61,0.5641820233170365
-201.0,17.204136893569007
-200.55,0.5874238435502068
-200.0,1556.228672433237
-199.7,1.1342610003760811
-199.5,4.061256111320045
-199.2,0.5840015043249343
-199.0,969.7029860849943
-197.7,1.1342309138773976
-196.5,4.057705904475366
-195.8,1.1157578036855962
-194.2,0.5838962015795411
-193.6,5.800451297480255
-192.4,2.241564497931553
-191.6,1.2820308386611508
-190.7,4.050725836780743
-190.26,0.5857239563745769
-190.09,0.6466340729597593
-190.0,14.084813839789398
-189.7,0.5739300488905603
-189.6,1.8058518239939827
-189.2,0.5837833772094773
-189.0,3.365927040240692
-187.8,4.047235802933433
-187.0,16.756645355396767
-185.7,3.3633396013538923
-185.6,2.3579165099661523
-185.07,0.5937871380218127
-185.0,0.6813839789394509
-184.9,4.043685596088756
-184.59,0.6911169612636329
-184.2,0.5836705528394133
-183.68,0.6350357277171869
-183.6,3.20713050018804
-182.3,3.3603159082361787
-181.9,4.038758931929297
-181.6,1.4322527265889435
-180.0,44.11426852200072
-179.5,2.1110643098909363
-179.2,0.5835652500940203
-179.0,125.92559608875521
-178.07,0.7551711169612636
-178.0,4.492937194433998
-177.5,1.5714103046257992
-177.19,0.6304024069198948
-177.0,1.1088830387363668
-176.1,2.6982549830763443
-176.0,1.1174426476118842
-175.84,0.8267619405791651
-175.6,3.354223392252726
-175.0,29.7868070703272
-174.2,0.5834524257239564
-174.0,9.962166227905227
-173.52,0.831861602106055
-173.5,0.7714779992478374
-173.2,1.7081835276419706
-173.0,18.818427980443765
-172.6,0.823918766453554
-172.2,3.3511996991350137
-171.5,0.7397593080105302
-171.08,0.8415945844302369
